# id	name	mnn
6989	1-Хлорметилсилатран	-
13118	2-Аллилоксиэтанол	аллилоксиэтанол
8465	3-Метилфенол (М-крезол)	~
12819	5-Аминолевулиновой кислоты гидрохлорид	аминолевулиновая кислота
11651	5-НОК	нитроксолин
12162	5-Фторурацил-Эбеве	фторурацил
5025	7-2-А2	industrial estates
13738	dl-?-Токоферола ацетат (Витамин Е)	не имеется
13691	IgE-АТ-ИФТС	~
9717	L-Аргинин	аргинин
8159	L-Аргинина гидрохлорид	аргинин
9351	L-Аргинин стерильный	аргинин
4192	L-Аспарагиназа	аспарагиназа
6990	L-Аспарагиновая кислота	аспарагиновая кислота
11039	L-Валин	валин
7056	L-Лизина ацетат	лизин
4150	L-Лизина эсцинат	эсцина лизинат
9912	L-Метионин	метионин
9645	L-орнитин-L-аспартат	орнитин
11041	L-Пролин	пролин
11042	L-Фенилаланин	фенилаланин
6371	L-цистеина гидрохлорида моногидрат	цистеин
9852	L-Яблочная кислота	(2s)-2-гидроксибутандиовая кислота
8114	N-Ацетил-L-Глутаминовая кислота	~
9612	N-метил-4-бензилкарбамидопиридиния йодид	метилбензилкарбамидопиридиния йодид
13326	N-Метилглюкамин	меглюмин
6549	N-никотиноил-гамма-аминомасляной кислоты натриевая соль	никотиноил гамма-аминомасляная кислота
5428	Route de Tunis Km 7 - ВР 206 Nabeul 8000	tunisia"
9724	S-Аденозил-L-метионин 1	4-бутандисульфонат"
8937	S-аденозил-L-метионин дисульфата п-толуолсульфонат	адеметионин
7082	S-Аденозилметионин	адеметионин
5479	Абаджио	терифлуномид
184	Абакавир	-
5391	Абакавир-АВС	абакавир
9715	Абакавира сульфат	абакавир
185	Абакавир + Зидовудин + Ламивудин	-
188	Абакавир Канон	-
186	Абакавир + Ламивудин	-
6011	Абакавир+Ламивудин	абакавир+ламивудин
187	Абакавир + Ламивудин Сан	-
9702	Абакавир сульфат	абакавир
189	Абакавир-Эдвансд	-
190	Абемациклиб-Промомед	-
3762	Абергин	-
191	Абилифай Ментена &reg;	-
192	Абирапрост	-
193	Абират &reg;	-
194	Абиратерон	-
9891	Абиратерона ацетат	абиратерон
199	Абиратерон-Амедарт	-
195	Абиратерон АФ	-
196	Абиратерон Канон	-
197	Абиратерон НВ	-
200	Абиратерон-Промомед	-
198	Абиратерон Сан	-
201	Абиратерон-ТЛ	-
13027	Абисиб	пихты сибирской экстракт
3781	Абисил	пихты сибирской терпены
12523	Абитаксел	паклитаксел
202	Абитера	-
12798	Абомин	сычужные ферменты&
9358	Абраксан	паклитаксел+[альбумин]
10477	Аваксим	вакцина для профилактики гепатита а инактивированная
10476	Аваксим 160	вакцина для профилактики вирусного гепатита а
9416	Аваксим 80	гепатитная а вакцина (инактивированная адсорбированная)
178	А-Валкордис &reg;	-
7807	Авамис	флутиказона фуроат
6514	Авастин	бевацизумаб
179	АВВАнтацид &reg;	-
5949	Авегра БИОКАД	бевацизумаб
10107	Авена комп.	-
13343	Авена-плюс	~
208	Авениум &reg; Про	-
3988	Авиа-Море	~
209	Авиандр &reg;	-
210	Авинорм Тревел &reg;	-
211	Авионко &reg;	-
7584	Авиоплант	~
7798	Ависан	амми зубной экстракт
212	Авифавир	-
213	Авифавир Форте	-
8208	Авомит	гранисетрон
214	Авонекс	-
215	Авопрост	-
10279	Автомобильный проезд	д
216	Авцефт	-
7962	Агалатес	каберголин
10834	Агапурин	пентоксифиллин
10719	Агапурин СР	пентоксифиллин
217	Агарта &reg;	-
218	Агарта &reg; Мет	-
7188	Агар Хоттингера	~
219	Агграстат &reg;	-
7216	Агемфил А	фактор свертывания крови viii
13174	Агемфил В	фактор свертывания крови ix
11124	Агенераза	ампренавир
8718	Агеста	мифепристон
10995	Агиолакс	~
13321	Агнус-плюс	~
220	Агомелатин	-
221	Агомелатин Канон	-
12873	Агри детский	-
5056	Агрилин	анагрелид
10836	Агриппал S1	вакцина для профилактики гриппа [инактивированная]
222	Агтеминол	-
4662	Адаклин	адапален
223	Адалимумаб	-
13069	Адам	~
9376	Адамантилфениламин	адамантилбромфениламин
9239	Адапален	адапален
7190	Адаптол	тетраметилтетраазабициклооктандион
225	Адасель &reg;	-
5736	Адваграф	такролимус
5440	Адвейт	октоког альфа
226	Адвосилон	-
12805	Адгелон	~
227	Аддавен	-
11306	Аддамель Н	~
228	Адеметионин	-
8832	Адеметионина 1	4-бутандисульфонат"
229	Адеметионин Велфарм	-
231	Адеметионин-Виал	-
230	Адеметионин ПСК	-
233	Адеметионин-Ферейн &reg;	-
232	Адеметионин-ФС	-
234	Адемио &reg;	-
5545	Адемпас	риоцигуат
235	Аденовейт &reg;	-
3600	Аденозинтрифoсфорная кислота	трифосаденин
8563	Аденозин трифосфата динатриевая соль	трифосаденин
13501	Аденозинтрифосфат натрия	трифосаденин
236	Аденопросин &reg;	-
9328	Аденоцин	~
6152	Аденурик	фебуксостат
237	Аденурик &reg;	-
7564	Адепресс	пароксетин
12409	Адживита рыбий жир	рыбий жир из печени трески
238	Аджидерилин	-
8288	Аджиколд-Плюс	~
239	Аджиметрил &reg;	-
240	Аджиним &reg;	-
3428	Аджови	-
242	Адиарин &reg; Регидрокомплекс &reg;	-
5827	Адисорд	нифуроксазид
243	Адисорд &reg;	-
3547	Адиурекрин	~
4337	Адолен	адапален
244	Адреналин	-
7849	Адреналина гидрохлорид-Виал	эпинефрин
9736	Адреналина тартрат	эпинефрин
245	Адреналин-СОЛОфарм	-
11505	Адрибластин быстрорастворимый	доксорубицин
246	Адуцил &reg;	-
6022	Адцетрис	брентуксимаб ведотин
247	Адцетрис &reg;	-
248	Аевит	-
12180	Аерран	изофлуран
249	Азактер-АФ	-
4638	Азалепрол	клозапин
7692	Азалептин	клозапин
250	Азалептин &reg; ретард	-
251	Азапентацен	-
252	Азарексон	-
253	Азатиоприн	-
3552	Азафен	пипофезин
7707	Азафен МВ	пипофезин
254	Азацитидин	-
256	Азацитидин-Амедарт	-
257	Азацитидин-Ника	-
258	Азацитидин-Промомед	-
259	Азацитидин-ТЛ	-
255	Азацитидин Эльфа &reg;	-
260	Азвудин	-
7877	Азелаиновая кислота	азелаиновая кислота
261	Азелаиновая кислота Вертекс	-
4795	Азелик	азелаиновая кислота
263	Азелик &reg;	-
264	Азибакта	-
265	Азибиот &reg;	-
13715	Азидотимидин	зидовудин
5028	Азикс-Дерм	азелаиновая кислота
8498	Азилект	разагилин
5261	Азимитем	зидовудин
6683	Азинокс	празиквантел
266	Азитрал Макс &reg;	-
267	Азитрал Мини &reg;	-
8262	Азнам Дж	азтреонам
7217	Азота закись	динитрогена оксид
7769	Азтреабол	азтреонам
7979	Азтреонам с L-аргинином	азтреонам
12062	Аимафикс	фактор свертывания крови ix
277	Айвест &reg; Канон	-
278	Айклусиг	-
279	Айронгард	-
280	Айрондекст	-
281	Айрсупра	-
282	Акавия &reg;	-
283	Акалабрутиниб-Промомед	-
6689	Акарбоза	акарбоза
285	Аквадвит	-
286	Аквадетрим	-
287	Аквадетрим Про	-
288	Аквазан Повидон-Йод	-
289	Аквазивин &reg; Лор	-
7487	Аква Марис	морская вода
4754	Аква Марис плюс	~
4350	Аква Марис Стронг	~
284	Аква Нордум &reg;	-
290	Акваферол-Д3 ВТФ	-
291	Акдайна &reg;	-
292	Акимасол	-
12165	Акинетон	бипериден
293	Акинзео &reg;	-
7598	Акласта	золендроновая кислота
294	Аклиф	-
295	Акнедерил	-
8623	Акнекутан	изотретиноин
13126	Акнесан	-
296	Акнетико &reg; Дуо	-
6654	Акогриппин	-
11392	Аколат	зафирлукаст
13324	Аконит-плюс	~
297	Аконитум напеллус	-
298	Акриварио	-
299	Акридерм СК	-
7524	Акридилол	карведилол
3775	Акридонуксусная кислота	~
300	Акрикселан	-
12396	Акрил-из	~
301	Акримекс	-
302	Акримиколь	-
303	Акриол Про	-
304	Акрипрес Амло	-
305	Акрипрес Инда	-
306	Акристил	-
8353	Аксамон	ипидакрин
307	Аксамон &reg;	-
308	Аксартобан	-
4557	АКСАСТРОЛ	анастрозол
309	Акселла	-
6200	Аксетин	цефуроксим
310	Аксиорекс	-
311	Акситиниб	-
312	Акситиниб-Амедарт	-
313	Акситиниб-Промомед	-
314	Акситиниб-Химрар	-
315	Аксоглатиран &reg; ФС	-
6067	Аксоглатиран ФС	глатирамера ацетат
4633	Аксосеф	цефуроксим
316	Аксосеф &reg;	-
4780	Актавирон	тилорон
8332	Актапароксетин	пароксетин
7019	Актастав	ставудин
5863	Актемра	тоцилизумаб
11691	Актилизе	алтеплаза
6898	Актинолизат	~
7234	Актипол	аминобензойная кислота
6967	Актовегин	депротеинизированный гемодериват крови телят
9633	Актовегин гранулят	~
12159	Актовегин концентрат	~
9615	Актовегин концентрат (гранулированный в псевдоожиженном слое)	~
7842	Актонель	ризедроновая кислота
10803	Актос	пиоглитазон
3954	АКУПАН-БИОКОДЕКС	нефопам
317	Алагет	-
318	Аларио-ТЛ	-
5071	Аласенс	аминолевулиновая кислота
324	Албитиниб	-
325	Алвелон-МФ	-
8613	Алвента	венлафаксин
326	Алвида &reg;	-
327	АлвиферГем	-
328	Алвовизан &reg;	-
331	Алгемаг	-
332	Алгемаг А	-
4932	Алдара	имихимод
8454	Алевал	сертралин
12730	Алексан	цитарабин
333	Алектиниб-Амедарт	-
334	Алембик Пипзол	-
335	Алемтоб	-
336	Аленталь	-
337	Аленталь &reg;	-
3985	Алерана	миноксидил
338	Алестамин &reg;	-
339	Алеценза &reg;	-
3989	Алзепил	донепезил
340	Алзер &reg; -Эйч	-
8333	Алимемазина тартрат	алимемазин
341	Алимемазин-Эдвансд	-
4047	Алимта	пеметрексед
13394	Алипид Эдас-907	~
10843	Алкаин	проксиметакаин
11953	Алкеран	мелфалан
7100	Алкобел	~
342	Алкорокс &reg;	-
12870	Аллапинин	лаппаконитин
12871	Аллапинин? таблетки 25 мг	лаппаконитина гидробромид&
343	Алларитмин &reg;	-
344	Аллафорте &reg;	-
12765	Аллегра	фексофенадин
345	Алленаза &reg;	-
346	Алленокап	-
347	Аллервэй	-
348	Аллервэй Экспресс	-
7645	Аллерген бруцеллезный жидкий (Бруцеллин)	~
12995	Аллерген из апельсина для диагностики	аллергены пищевые
12982	Аллерген из белка куриных яиц для диагностики	аллергены пищевые
12992	Аллерген из библиотечной пыли для диагностики	аллергены бытовые
12985	Аллерген из говядины для диагностики	аллергены пищевые
12968	Аллерген из гречневой крупы для диагностики	аллергены пищевые
12993	Аллерген из дафний для диагностики	~
12972	Аллерген из домашней пыли для диагностики и лечения	аллергены бытовые
12983	Аллерген из желтка куриных яиц для диагностики	аллергены пищевые
4381	Аллерген из клеща Dermatophagoides farinae для диагностики и лечения	аллергены бытовые
12973	Аллерген из клеща Dermatophagoides pteronyssinus для диагностики и лечения	аллергены бытовые
13588	Аллерген из комаров вида Aedes aegypti для диагностики	аллергены насекомых
12999	Аллерген из коровьего молока для диагностики	аллергены пищевые
12996	Аллерген из лимона для диагностики	аллергены пищевые
12997	Аллерген из мандарина для диагностики	аллергены пищевые
12987	Аллерген из мяса курицы для диагностики	аллергены пищевые
12988	Аллерген из мяса утки для диагностики	аллергены пищевые
12967	Аллерген из овсяной крупы для диагностики	аллергены пищевые
12974	Аллерген из пера подушек для диагностики и лечения	аллергены бытовые
12966	Аллерген из пшеничной муки для диагностики	аллергены пищевые
6523	Аллерген из пыльцы амброзии полыннолистной для диагностики и лечения	аллергены трав пыльцевые
6536	Аллерген из пыльцы березы висячей для диагностики и лечения	аллергены деревьев пыльцевые
6531	Аллерген из пыльцы дуба черешчатого для диагностики и лечения	аллергены деревьев пыльцевые
6711	Аллерген из пыльцы ежи сборной для диагностики и лечения	-
6532	Аллерген из пыльцы клена ясенелистного для диагностики и лечения	аллергены деревьев пыльцевые
6524	Аллерген из пыльцы конопли сорной для диагностики и лечения	аллергены трав пыльцевые
6715	Аллерген из пыльцы костра прямого для диагностики и лечения	-
6716	Аллерген из пыльцы кукурузы обыкновенной для диагностики и лечения	-
6525	Аллерген из пыльцы лебеды татарской для диагностики и лечения	аллергены трав пыльцевые
6720	Аллерген из пыльцы лисохвоста лугового для диагностики и лечения	аллергены трав пыльцевые
6718	Аллерген из пыльцы мятлика лугового для диагностики и лечения	-
6719	Аллерген из пыльцы овсяницы луговой для диагностики и лечения	-
6717	Аллерген из пыльцы одуванчика лекарственного для диагностики и лечения	аллергены трав пыльцевые
6538	Аллерген из пыльцы ольхи клейкой для диагностики и лечения	аллергены деревьев пыльцевые
6533	Аллерген из пыльцы орешника (лещины обыкновенной) для диагностики и лечения	аллергены деревьев пыльцевые
6528	Аллерген из пыльцы подсолнечника однолетнего для диагностики и лечения	аллергены трав пыльцевые
6721	Аллерген из пыльцы полевицы белой для диагностики и лечения	аллергены трав пыльцевые
6526	Аллерген из пыльцы полыни горькой для диагностики и лечения	аллергены трав пыльцевые
6714	Аллерген из пыльцы пырея ползучего для диагностики и лечения	аллергены трав пыльцевые
6713	Аллерген из пыльцы райграса пастбищного для диагностики и лечения	аллергены трав пыльцевые
6712	Аллерген из пыльцы ржи посевной для диагностики и лечения	аллергены трав пыльцевые
6722	Аллерген из пыльцы тимофеевки луговой для диагностики и лечения	аллергены трав пыльцевые
6527	Аллерген из пыльцы циклахены дурнишниколистной для диагностики и лечения	аллергены трав пыльцевые
6535	Аллерген из пыльцы ясеня обыкновенного для диагностики и лечения	аллергены деревьев пыльцевые
12971	Аллерген из ржаной муки для диагностики	аллергены пищевые
12970	Аллерген из рисовой крупы для диагностики	аллергены пищевые
12990	Аллерген из сайды для диагностики	аллергены пищевые
12986	Аллерген из свинины для диагностики	аллергены пищевые
12989	Аллерген из трески для диагностики	аллергены пищевые
12991	Аллерген из хека для диагностики	аллергены пищевые
12984	Аллерген из целых куриных яиц для диагностики	аллергены пищевые
12976	Аллерген из шерсти собаки для диагностики	аллергены животных
12969	Аллерген из ячменной крупы для диагностики	аллергены пищевые
349	Аллерген туберкулезный очищенный в стандартном разведении	аллергены бактерий
8078	Аллерген туберкулезный очищенный для накожного	подкожного и внутрикожного применения (очищенный туберкулин)"
9091	Аллерген туберкулезный очищенный жидкий в стандартном разведении для внутрикожного применения	аллергены бактерий
9451	Аллерген туляремийный жидкий (Тулярин)	~
12980	Аллерген эпидермальный из волос человека для диагностики	аллергены эпидермальные
12981	Аллерген эпидермальный из перхоти лошади для диагностики	аллергены эпидермальные
12975	Аллерген эпидермальный из шерсти кошки для диагностики	аллергены эпидермальные
12978	Аллерген эпидермальный из шерсти кролика для диагностики	аллергены эпидермальные
12979	Аллерген эпидермальный из шерсти морской свинки для диагностики	аллергены эпидермальные
12977	Аллерген эпидермальный из шерсти овцы для диагностики	аллергены эпидермальные
10038	Аллергоид из домашней пыли для лечения	аллергоид из домашней пыли
10042	Аллергоид пыльцевой амброзии полыннолистной для лечения	аллергоиды трав пыльцевые
10040	Аллергоид пыльцевой ежи сборной для лечения	аллергоиды трав пыльцевые
10037	Аллергоид пыльцевой овсяницы луговой для лечения	аллергоиды трав пыльцевые
10041	Аллергоид пыльцевой полыни горькой для лечения	аллергоиды трав пыльцевые
10035	Аллергоид пыльцевой тимофеевки луговой для лечения	аллергоиды трав пыльцевые
13550	Аллергоит-ГФ	~
4602	Аллерго-Комод	кромоглициевая кислота
350	Аллерголан	-
351	Аллергомекс	-
13340	Аллергопент Эдас-130	~
13339	Аллергопент Эдас-930	~
12723	АллергоСкэн Ингаляция Восток	~
12728	АллергоСкэн Пищевой	~
352	Аллергостин &reg;	-
353	Аллергофри &reg;	-
7246	Аллертест	~
7431	Аллерфекс	фексофенадин
354	Аллиум сепа	-
11276	Алмагель Нео	~
5421	Алмонт	монтелукаст
9960	Алоглиптина бензоат	алоглиптин
12284	Аломид	лодоксамид
11693	Алопекси	миноксидил
13658	Алоэ ДН	~
13325	Алоэ-плюс	~
9266	Алоэ сироп с железом	~
4717	Алоэ экстракт жидкий	~
4449	Алпизарин	тетрагидроксиглюкопиранозилксантен
3738	Алпизарина таблетки 0.1 г	тетрагидроксиглюкопиранозилксантен
4388	Алпизарин мазь для наружного и местного применения 2% и 5%	тетрагидроксиглюкопиранозилксантен
9894	Алпростадил	алпростадил
10900	Алпростан	алпростадил
10901	Алпростан Зентива	алпростадил
5200	Алтайский край	г
12802	Алтайский эликсир	алтайский экстракт
4081	Алтея корни	-
4552	Алтея сироп	~
10892	Алфлутоп	~
4259	Алфузозин	алфузозин
4612	Алфупрост МР	алфузозина гидрохлорид
11204	Альбарел	рилменидин
8178	Альбетор	бутиламиногидроксипропоксифеноксиметил метилоксадиазол
9369	Альбетор Лонг	бутиламиногидроксипропоксифеноксиметил метилоксадиазол
9159	Альбиомин 20%	альбумин человека
4065	Альбумин	альбумин человека
10146	Альбумин 10%	альбумин человека
3660	Альбумина раствор	альбумин человека
13500	Альбумин бычий или бараний меченный родамином сухой	альбумин [для диагностический целей]
8767	Альбумин человека	альбумин
9160	Альбумин человека Биотест	альбумин человека
8729	Альбумин человека сывороточный	альбумин человека
7888	Альбумин человеческий	альбумин человеческий
12043	Альбумин человеческий 20%	альбумин человека
5530	Альбурекс	альбумин человека
8824	Альвеофакт	бовактант
4360	Альвеско	циклесонид
12877	Альгавак М	вакцина гепатита а культуральная очищенная концентрированная адсорбированная инактивированная жидкая
7048	Альгистоп	-
12397	Альгостазин	~
8496	Альдуразим	ларонидаза
4707	Альтарго	ретапамулин
3927	Альтерпур	урофоллитропин
6693	Альфа-липоевая кислота	тиоктовая кислота
7310	Альфа нормикс	рифаксимин
10021	Альфа - токоферола ацетат	альфа - токоферола ацетат
6762	Альфа-фетопротеин	альфа-фетопротеин
4258	Альфузозин	альфузозин
8267	Альфузозина гидрохлорид	алфузозин
4432	Альценорм	ривастигмин
8904	Алюминия гидроксид	~
4524	Алюсталь ""Аллерген клещей	-
4523	Алюсталь «Аллерген клещей	~
4527	Алюсталь ""Аллерген пыльцы луговых трав	-
4528	Алюсталь «Аллерген пыльцы луговых трав	~
356	Амавуцин	-
8303	Амальвия	пиоглитазон
357	Амантадин	-
358	Амарил &reg; М	-
359	Амбазон	-
3726	Амбен	аминометилбензойная кислота
10830	Амбене	~
360	Амбене &reg; Био	-
361	Амбене &reg; Хондро	-
183	АМБЕНИУМ &reg; парентерал	-
182	АМБЕНИУМ &reg; -ТРИВИУМ &reg;	-
362	Амбервин &reg; Пульмо	-
6090	Амбизом	амфотерицин b [липосомальный]
363	Амбизом &reg;	-
364	Амбицеф	-
13610	Амбра/Коффея композита	~
367	Амбризентан-29Ф	-
365	Амбризентан Канон	-
366	Амбризентан ПСК	-
369	Амброгуд	-
382	Амдоал &reg;	-
5411	Амивирен	ламивудин
10051	Амигренин	суматриптан
5354	Амизолид	линезолид
3991	Амизон	энисамия йодид
4771	Амикабол	амикацин
5934	Амикацин	амикацин
8054	Амикацина сульфат	амикацин
7998	Амикацин-Виал	амикацин
8431	Амикацин-Ферейн	амикацин
12358	Амикин	амикацин
11144	Амиксид	амитриптилин+хлордиазепоксид
7779	Амиксин	тилорон
7548	Амилнитрит	амилнитрит
7768	Амилоносар	никотиноил гамма-аминомасляная кислота
5535	Аминазин	хлорпромазин
6343	Аминазин-Ферейн	хлорпромазин
6298	Аминалон	гамма-аминомасляная кислота
5628	Амиодарон	амиодарон
10092	Амиодарон-OBL	амиодарон
7741	Амиодарона гидрохлорид	амиодарон
10050	Амиодарон-Акри	амиодарон
11991	Амиодарон Белупо	амиодарон
4329	Амиодарон Сандоз	амиодарон
13240	Амиодарон-СЗ	амиодарон
10666	Амиокордин	амиодарон
6098	Амиранта	абиратерон
3752	Амиридин	ипидакрин
6863	Амитриптилин	амитриптилин
9141	Амитриптилина гидрохлорид	амитриптилин
13318	Амитриптилин-АКОС	амитриптилин
11106	Амитриптилин-Гриндекс	амитриптилин
12518	Амитриптилин Зентива	амитриптилин
12834	Амитриптилин-ЛЭНС	амитриптилин
11011	Амитриптилин Никомед	амитриптилин
13180	Амитриптилин-Ферейн	амитриптилин
6747	АмплиСенс Candida albicans	~
13699	АмплиСенс Gardnerella vaginalis	~
7069	АмплиСенс HSV I	ii"
7075	АмплиСенс Influenza virus H5	диагностикум гриппа
6746	АмплиСенс Treponema pallidum	диагностикум сифилиса
13698	АмплиСенс Trichomonas vaginalis	диагностикум трихомониаза
6748	АмплиСенс ВГС Монитор	диагностикум гепатита с
13661	АмплиСенс ВИЧ Монитор	диагностикум вич
7045	АмплиСенс ДНК-ВИЧ-96 М	диагностикум вич
7072	АмплиСенс ККГЛ	диагностикум геморрагической лихорадки
4918	Амтолметин гуацил	амтолметин гуацил
3680	Амфоглюкамин	амфотерицин b+меглюмин
12291	Амфолип	амфотерицин b [липидный комплекс]
6657	Амфотерицин В	амфотерицин b
8941	Амфоцил	амфотерицин b [холестерилсульфатный комплекс]
13302	Анабар Эдас-308	~
383	Анабелла &reg;	-
4724	Анабрез	анастрозол
11498	Анавенол	~
11499	Анавенол Зентива	~
384	Анагрелид	-
9362	Аназалес	анастрозол
385	Аназалес &reg;	-
11815	Аналгос	пропилникотинат
386	Аналидас	-
387	Анальгин	-
388	Анальгин Авексима	-
389	Анальгин Альфактив	-
390	Анальгин Велфарм	-
391	Анальгин Медисорб	-
392	Анальгин Реневал	-
393	Анальгин-ЭкстраКап	-
3429	Анаментал	-
395	Анаприлин	-
4601	Анасбарбарисан	——
7403	Анастера	анастрозол
4201	Анастрозол	анастрозол
4585	Анастрозол Каби	анастрозол
4725	Анастрозол Сан	анастрозол
7941	Анастрозол-Тева	анастрозол
4245	Анастрозол-ТЛ	анастрозол
10206	Анастрэкс	анастрозол
13532	Анаферон	~
10757	Анафранил	кломипрамин
6853	Анафранил СР	кломипрамин
13505	Анаэроцеф	цефокситин
5016	АнвиМакс	-
13494	Ангинит-ГФ	~
11527	Ангин-Хель СД	~
7649	Ангиозил ретард	триметазидин
5652	Ангиокардил	мельдоний
9240	Ангиокс	бивалирудин
6857	АнгиоНорм	-
10180	Ангиосан	~
8873	Ангиофлюкс	сулодексид
12430	АнГрикапс	~
4033	АнГрикапс максима	~
7008	Анданте	залеплон
12648	Андраксан	флутамид
7566	Андриол ТК	тестостерон
4512	Андроблок	бикалутамид
6710	Андрогель	тестостерон
13125	Андроит	~
11907	Анексат	флумазенил
6666	Анемон-ГФ	~
3797	Анилокаин	броманилиддиэтиламинопропановая кислота
6953	Анкотил	флуцитозин
7386	Анолит нейтральный АНК	-
5496	Аноро Эллипта	вилантерол + умеклидиния бромид
8811	Антабус	дисульфирам
13360	Антиалк	~
8738	Антибиоксим	цефуроксим
12949	Антиген вируса гепатита В поверхностный рекомбинантный (HBsAg)	вируса гепатита в антиген
9815	Антиген вируса гриппа серотипа B	~
9816	Антиген вируса гриппа серотипа А (H1N1)	~
9814	Антиген вируса гриппа серотипа А (H3N2)	~
8041	Антиген вируса гриппа типа А	вакцина для профилактики гриппа [инактивированная]
9008	Антиген вируса гриппа типа А аллантоисный	вакцина для профилактики гриппа [инактивированная]
9927	Антиген вируса гриппа типа А аллантоисный (H1N1)	вакцина для профилактики гриппа [инактивированная]
9933	Антиген вируса гриппа типа А аллантоисный (H3N2)	~
7899	Антиген вируса гриппа типа В	вакцина для профилактики гриппа [инактивированная]
9009	Антиген вируса гриппа типа В аллантоисный	~
7363	Антиген кардиолипиновый для реакции микропреципитации (РМП)	антиген кардиолипиновый
7330	Антиген трепонемный ультраозвученный для РСК	диагностикум сифилиса
12806	АНТИГЕП	иммуноглобулин человека против гепатита в
7624	Антизап Ой	-
13124	Антиклимакс	~
13235	Антилимфолин	иммуноглобулин антитимоцитарный
6226	Антиорзин	~
13447	Антисол	~
12377	Антистакс	~
13720	Антистен	триметазидин
9193	Антистен МВ	триметазидин
13724	Антитоксин диагностический дифтерийный очищенный ферментолизом и специфической сорбцией сухой	диагностикум дифтерии
12726	Антитромбин III человеческий	антитромбин iii
12965	Анти-Э	~
8782	Антралив	фосфолипиды
3744	Антрасеннин	сеннозиды а и в
5103	Анфибра	эноксапарин натрия
396	Аоста &reg;	-
397	Апалатиб &reg;	-
398	Апалутамид	-
399	Апалутамид-29ф	-
400	Апалутамид-Амедарт	-
401	Апалутамид-Промомед	-
10973	Апаурин	диазепам
402	Апбрави	-
403	Апварди	-
13038	Аперомид	пипекурония бромид
11049	Апизартрон	~
404	Апиклис	-
414	Апиксоред	-
12009	Апилак Гриндекс	маточное молочко
3647	Апилак лиофилизированный	маточное молочко
10076	Апис комп.	~
415	Апис меллифика	-
13598	Апис/Меркуриус композитус	~
13571	Апис-плюс	~
10828	Апо-Амитриптилин	амитриптилин
416	Апокинон	-
7853	Апо-Пароксетин	пароксетин
12556	Апо-Флуоксетин	флуоксетин
418	Апоцинум каннабинум	-
419	Апремиласт	-
421	Апремиласт-29ф	-
420	Апремиласт ПСК	-
422	Апрепитант	-
425	Апрепитант-29Ф	-
424	Апрепитант Полисан	-
423	Апрепитант ПСК	-
426	Апроваск &reg;	-
427	Апрокан	-
428	Апрокардикс	-
4253	Апротекс	апротинин
429	Апротинин	-
430	Апротинин-Тривиум &reg;	-
4576	Аптивус	типранавир
431	Апфекто	-
9779	Арабиногалактан	~
11540	Арава	лефлуномид
8055	Аранесп	дарбэпоэтин альфа
4639	Араноза	арабинопиранозилметил нитрозомочевина
5826	Арбидол	умифеновир
9924	Арбидола гидрохлорид моногидрат	умифеновир
5570	Арбидол Максимум	умифеновир
433	Арбрувия &reg;	-
434	Арвестио &reg;	-
13496	Арвирон	рибавирин
13613	Аргентум/Берберис композитум	~
435	Аргентум нитрикум	-
7106	Арглабин	-
436	Ардалева &reg;	-
437	Ардалон &reg;	-
438	Ардолегро &reg;	-
10608	Ардуан	пипекурония бромид
12492	Аредиа	памидроновая кислота
439	Арейма &reg;	-
440	Арепливир &reg;	-
441	Арепливир &reg; Цинк	-
4892	Арзерра	офатумумаб
442	Ариквел &reg;	-
12265	Арикстра	фондапаринукс натрия
11266	Аримидекс	анастрозол
443	АриоСэвен&trade;	-
12727	Арисепт	донепезил
446	Арифам &reg;	-
447	Арифон &reg;	-
448	Арифон &reg; ретард	-
13403	Аркальцит Эдас-142	~
13402	Аркальцит Эдас-942	~
4498	Аркоксиа	эторикоксиб
449	Арланса &reg;	-
450	Арлеверт &reg;	-
451	Армадин &reg; 50	-
452	Армадин &reg; лонг	-
10933	Арманор	алмитрин
6921	Арменикум	~
13408	Арнаур Эдас-138	~
13407	Арнаур Эдас-938	~
13399	Арнес Эдас-203	~
3855	Арнигель	-
9248	Арника	арники настойка гомеопатическая
12944	Арника-ГФ	~
13060	Арника ДН	~
453	Арника монтана	-
13556	Арника-Эскулюс	~
454	Аровабан &reg;	-
10747	Аромазин	эксеместан
8854	Ароместон	эксеместан
6613	Арония+С	аронии черноплодной плоды
8778	Арпефлю	метилфенилтиометил-диметиламинометил-гидроксиброминдол карбоновой кислоты этиловый эфир
10090	Арсеник комп	~
8478	Артезин	доксазозин
4598	Артикаин	артикаин
6662	Артикаина гидрохлорид	артикаин
4542	Артикаин ДФ	артикаин +[эпинефрин]
11751	Артикаин ИНИБСА	артикаин+[эпинефрин]
8631	Артикаин Перрель с адреналином	артикаин+[эпинефрин]
5129	Артикаин с адреналином	артикаин+[эпинефрин]
9241	Артикаин с адреналином форте	артикаин+[эпинефрин]
6102	Артикаин-ЭГЕН с адреналином	артикаин+[эпинефрин]
7727	Артифрин	артикаин+эпинефрин
7831	Артифрин форте	артикаин+эпинефрин&
12494	Артишока экстракт	артишока листьев экстракт
13384	Артон-ГФ	~
10220	Артра МСМ Форте	-
8733	Артродарин	диацереин
9129	Артрокер	диацереин
13694	Артромил Эдас-119	~
6273	Артромил ЭДАС-919	~
10181	Артросан	~
12863	Артрофоон	~
7233	АСД фракция 3	~
11792	Асентра	сертралин
8533	Асептолин	~
